🇨🇳央视,#genre#
广西卫视,http://60.213.134.68/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000294203.m3u8

山西卫视,http://liveflash.sxrtv.com/live/sxwshd.flv?bitrate=512000&channel=Shan1XiTV
山西卫视,http://liveflash.sxrtv.com:80/live/sxwshd.m3u8

陕西卫视,http://124.220.17.172/as.php?id=43
陕西卫视,http://lu1.cc/c/tv/sjtv/sx/sxxl.php?id=sxws

海南卫视,http://124.220.17.172/shtv/ybhg.php?id=761744437
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?

云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
云南卫视,https://hwapi.yunshicloud.com/8xughf/e0bx15.m3u8?tk=3ea2490de3fb10f9937aad28daaed3d5&t=NaN

吉林卫视,http://124.220.17.172/shtv/ybhg.php?id=1252744610
吉林卫视,http://hls.yun.gehua.net.cn:8088/live/JiLinWeiShiHD_6000.m3u8

贵州卫视,http://124.220.17.172/as.php?id=35
贵州卫视,http://60.213.134.68/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000293303.m3u8

南方卫视,http://lu1.cc/c/tv/sjtv/p/migu.php?id=dwqws
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?

青海卫视,http://124.220.17.172/shtv/ybhg.php?id=220245527
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8

内蒙古卫视,http://lu1.cc/c/tv/sjtv/p/qingk.php?id=nmws
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8

宁夏卫视,http://124.220.17.172/as.php?id=44
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8

甘肃卫视,http://39.134.175.224:18890/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225958/index.m3u8?fmt=ts2hls
甘肃卫视,http://117.169.120.140:8080/live/gansustv/.m3u8

新疆卫视,http://124.220.17.172/as.php?id=46
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=58347f72aece2c25c685b8dc4da74652&txTime=95A66658

西藏卫视,http://124.220.17.172/as.php?id=47
西藏卫视,http://lu1.cc/c/tv/sjtv/p/migu.php?id=xzws

人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8

延边综合,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8

农林卫视,http://lu1.cc/c/tv/sjtv/sx/sxxl.php?id=nlws
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8?

厦门卫视,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/xmws/1300000/mnf.m3u8
厦门卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226199/index.m3u8

三沙卫视,http://stream3.hnntv.cn/ssws/playlist.m3u8?_upt=02d003981670428300
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
三沙卫视,http://yfsl.vsd.gehua.net.cn/live/ipcdn,SanSha_800K_live.m3u8

兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
兵团卫视,http://222.175.159.226:808/hls/76/index.m3u8

安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
安多卫视,http://183.207.248.34/PLTV/4/224/3221226999/1.m3u8

黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
山西卫视,http://player.521fanli.cn/1691/0/tide/tidem3u8.php?id=shanxihd

西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
甘肃卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8

北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225674/index.m3u8
重庆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
湖北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225699/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8?fmt=ts2hls
深圳卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225700/index.m3u8
湖南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.134.66.2/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225703/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225696/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8
江西卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://117.169.120.140:8080/live/jiangxistv/.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225705/index.m3u8
江苏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.134.66.2/PLTV/88888888/224/3221225503/index.m3u8
东方卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
东方卫视,http://183.207.255.197/live/program/live/hddfws/2300000/mnf.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225657/index.m3u8
贵州卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225728/index.m3u8
四川卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225739/index.m3u8
山东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
山东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225738/index.m3u8
山东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225697/index.m3u8
安徽卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225737/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225737/index.m3u8?fmt=ts2hls
山西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225730/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8?fmt=ts2hlsts
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8?fmt=ts2hlsts
四川卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231885/1.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225732/index.m3u8?fmt=ts2hls
河北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225732/index.m3u8
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
内蒙古卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225667/index.m3u8
青海卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225727/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
陕西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225724/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225726/index.m3u8
广东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225701/index.m3u8
广西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8?fmt=ts2hls
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
海南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225722/index.m3u8
旅游卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225722/index.m3u8
吉林卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225736/index.m3u8?fmt=ts2hls
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225690/index.m3u8
云南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225664/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
新疆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225725/index.m3u8
新疆卫视,http://218.204.51.252:9901/tsfile/live/1044_1.m3u8
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=58347f72aece2c25c685b8dc4da74652&txTime=95A66658
新疆卫视,http://111.12.101.23:6610/PLTV/77777777/224/3221225788/index.m3u8?servicetype=1&IASHttpSessionId=OTT
兵团卫视,http://111.59.189.40:8445/tsfile/live/0115_1.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w588330955.m3u8

西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225723/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-90fe76c52091/index.m3u8
延边卫视,http://111.20.33.70/TVOD/88888893/224/3221226220/index.m3u8

农林卫视,http://111.20.33.70/TVOD/88888893/224/3221226229/index.m3u8
安多卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226195/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
四川卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8

东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8
海南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
